Equipment_ID,Equipment_Name,Category,Status,Current_Site,Site_Lat,Site_Long,Initial_Cost (₹),Maintenance_Cost/day (₹),Rent_Cost/day (₹),Start_Date,End_Date,Days_Active,Maintenance_Status
EQ2213,Concrete Mixer,Technical Equipment,On Rent,-,-,-,150000,258,1500,7/27/2025,-,13,Available
EQ2214,Safety Helmet Set,Safety,On Rent,-,-,-,8000,859,150,9/16/2025,-,28,Available
EQ2215,Loader,Transportation,On Rent,Kusunda Overpass,23.74,86.42,1500000,736,5000,1/20/2025,-,27,Available
EQ2216,Harness Set,Safety,Inventory,-,-,-,15000,1423,300,5/2/2025,5/8/2025,6,Available
EQ2217,Crane,Transportation,On Rent,Govindpur Road Project,23.78,86.5,2000000,258,6500,11/3/2025,-,17,Available
EQ2218,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,324,1500,9/13/2025,-,15,Under Repair
EQ2219,Compressor,Technical Equipment,Inventory,-,-,-,600000,1213,1800,5/13/2025,5/17/2025,4,Available
EQ2220,Harness Set,Safety,In Maintenance,-,-,-,15000,898,300,1/19/2025,-,13,Under Repair
EQ2221,Harness Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,15000,410,300,10/21/2025,-,27,Available
EQ2222,Concrete Mixer,Technical Equipment,On Rent,-,-,-,150000,394,1500,2/15/2025,-,6,Available
EQ2223,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,1996,1200,6/14/2025,6/26/2025,12,Available
EQ2224,Safety Jacket,Safety,On Rent,Kusunda Overpass,23.74,86.42,6000,1725,120,7/10/2025,-,22,Available
EQ2225,Welding Generator,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,400000,848,1200,1/13/2025,-,14,Available
EQ2226,Safety Net,Safety,Inventory,-,-,-,20000,1702,250,3/10/2025,3/15/2025,5,Available
EQ2227,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,2020,8000,11/22/2025,-,12,Under Repair
EQ2228,Compressor,Technical Equipment,Inventory,-,-,-,600000,762,1800,3/6/2025,3/18/2025,12,Available
EQ2229,Hydraulic Breaker,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,1200000,1194,5000,2/24/2025,-,25,Available
EQ2230,Concrete Mixer,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,150000,1739,1500,1/6/2025,-,25,Available
EQ2231,Excavator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,2500000,1680,8000,10/8/2025,-,26,Available
EQ2232,Gloves Pack,Safety,On Rent,Barwadda Expansion,23.835,86.455,5000,569,100,5/16/2025,-,12,Available
EQ2233,Safety Net,Safety,In Maintenance,-,-,-,20000,435,250,3/31/2025,-,6,Under Repair
EQ2234,Excavator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,2500000,2048,8000,9/26/2025,-,19,Available
EQ2235,Safety Net,Safety,In Maintenance,-,-,-,20000,166,250,7/6/2025,-,8,Under Repair
EQ2236,Road Roller,Transportation,On Rent,Kusunda Overpass,23.74,86.42,3000000,842,7000,10/15/2025,-,17,Available
EQ2237,Safety Helmet Set,Safety,In Maintenance,-,-,-,8000,1419,150,8/4/2025,-,8,Under Repair
EQ2238,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,1837,5000,5/7/2025,-,8,Under Repair
EQ2239,Gloves Pack,Safety,On Rent,Katras Tunnel,23.81,86.44,5000,1843,100,3/14/2025,-,25,Available
EQ2240,Loader,Transportation,On Rent,Katras Tunnel,23.81,86.44,1500000,639,5000,3/31/2025,-,10,Available
EQ2241,Dump Truck,Transportation,Inventory,-,-,-,4500000,1198,9500,1/12/2025,1/18/2025,6,Available
EQ2242,Dump Truck,Transportation,On Rent,Kusunda Overpass,23.74,86.42,4500000,613,9500,8/26/2025,-,5,Available
EQ2243,Safety Jacket,Safety,Inventory,-,-,-,6000,1233,120,8/28/2025,9/12/2025,15,Available
EQ2244,Gloves Pack,Safety,On Rent,Barwadda Expansion,23.835,86.455,5000,343,100,11/26/2025,-,28,Available
EQ2245,Road Roller,Transportation,On Rent,Kusunda Overpass,23.74,86.42,3000000,211,7000,1/6/2025,-,18,Available
EQ2246,Dump Truck,Transportation,In Maintenance,-,-,-,4500000,1618,9500,2/17/2025,-,6,Under Repair
EQ2247,Bulldozer,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,3500000,2168,8000,11/20/2025,-,18,Available
EQ2248,Loader,Transportation,On Rent,Barwadda Expansion,23.835,86.455,1500000,1612,5000,6/3/2025,-,13,Available
EQ2249,Safety Helmet Set,Safety,Inventory,-,-,-,8000,449,150,3/9/2025,3/19/2025,10,Available
EQ2250,Crane,Transportation,In Maintenance,-,-,-,2000000,1037,6500,8/10/2025,-,15,Under Repair
EQ2251,Compressor,Technical Equipment,Inventory,-,-,-,600000,1320,1800,7/26/2025,7/28/2025,2,Available
EQ2252,Welding Generator,Technical Equipment,On Rent,-,-,-,400000,969,1200,8/29/2025,-,26,Available
EQ2253,Safety Net,Safety,On Rent,-,-,-,20000,1042,250,10/9/2025,-,29,Available
EQ2254,Compressor,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,600000,97,1800,11/14/2025,-,6,Available
EQ2255,Loader,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,1500000,676,5000,4/22/2025,-,12,Available
EQ2256,Harness Set,Safety,Inventory,-,-,-,15000,552,300,6/8/2025,6/16/2025,8,Available
EQ2257,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,535,1200,9/10/2025,9/16/2025,6,Available
EQ2258,Gloves Pack,Safety,On Rent,-,-,-,5000,897,100,7/10/2025,-,11,Available
EQ2259,Compressor,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,600000,1530,1800,7/20/2025,-,20,Available
EQ2260,Excavator,Technical Equipment,Inventory,-,-,-,2500000,1102,8000,7/19/2025,8/3/2025,15,Available
EQ2261,Compressor,Technical Equipment,Inventory,-,-,-,600000,335,1800,1/4/2025,1/18/2025,14,Available
EQ2262,Bulldozer,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3500000,657,8000,2/19/2025,-,17,Available
EQ2263,Gloves Pack,Safety,On Rent,Katras Tunnel,23.81,86.44,5000,1226,100,10/13/2025,-,22,Available
EQ2264,Crane,Transportation,On Rent,Govindpur Road Project,23.78,86.5,2000000,196,6500,10/21/2025,-,11,Available
EQ2265,Loader,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,1500000,1249,5000,1/15/2025,-,26,Available
EQ2266,Safety Helmet Set,Safety,On Rent,Govindpur Road Project,23.78,86.5,8000,760,150,5/3/2025,-,19,Available
EQ2267,Safety Net,Safety,On Rent,-,-,-,20000,389,250,10/13/2025,-,14,Available
EQ2268,Dump Truck,Transportation,On Rent,-,-,-,4500000,355,9500,11/17/2025,-,12,Available
EQ2269,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,1016,1500,1/20/2025,2/3/2025,14,Available
EQ2270,Loader,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,1500000,242,5000,8/31/2025,-,19,Available
EQ2271,Road Roller,Transportation,On Rent,Katras Tunnel,23.81,86.44,3000000,568,7000,6/14/2025,-,9,Available
EQ2272,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,1233,1200,8/13/2025,8/15/2025,2,Available
EQ2273,Loader,Transportation,On Rent,Govindpur Road Project,23.78,86.5,1500000,562,5000,3/18/2025,-,28,Available
EQ2274,Compressor,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,600000,1071,1800,1/25/2025,-,11,Available
EQ2275,Compressor,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,600000,660,1800,6/27/2025,-,21,Available
EQ2276,Harness Set,Safety,Inventory,-,-,-,15000,451,300,4/24/2025,5/7/2025,13,Available
EQ2277,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,368,1500,6/30/2025,-,3,Under Repair
EQ2278,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,484,5000,8/26/2025,-,14,Under Repair
EQ2279,Road Roller,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3000000,1724,7000,8/14/2025,-,8,Available
EQ2280,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,569,5000,9/23/2025,-,14,Under Repair
EQ2281,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,1986,1200,10/4/2025,10/7/2025,3,Available
EQ2282,Crane,Transportation,Inventory,-,-,-,2000000,209,6500,10/12/2025,10/18/2025,6,Available
EQ2283,Compressor,Technical Equipment,Inventory,-,-,-,600000,1614,1800,7/4/2025,7/5/2025,1,Available
EQ2284,Gloves Pack,Safety,In Maintenance,-,-,-,5000,701,100,11/18/2025,-,11,Under Repair
EQ2285,Excavator,Technical Equipment,Inventory,-,-,-,2500000,121,8000,1/24/2025,2/5/2025,12,Available
EQ2286,Harness Set,Safety,On Rent,Govindpur Road Project,23.78,86.5,15000,848,300,1/3/2025,-,26,Available
EQ2287,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,1411,1500,4/8/2025,-,11,Under Repair
EQ2288,Dump Truck,Transportation,On Rent,Katras Tunnel,23.81,86.44,4500000,1319,9500,1/26/2025,-,22,Available
EQ2289,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,1779,5000,7/11/2025,-,9,Under Repair
EQ2290,Excavator,Technical Equipment,Inventory,-,-,-,2500000,1835,8000,6/10/2025,6/23/2025,13,Available
EQ2291,Road Roller,Transportation,Inventory,-,-,-,3000000,557,7000,11/11/2025,11/26/2025,15,Available
EQ2292,Gloves Pack,Safety,In Maintenance,-,-,-,5000,1776,100,4/10/2025,-,12,Under Repair
EQ2293,Dump Truck,Transportation,Inventory,-,-,-,4500000,326,9500,5/10/2025,5/16/2025,6,Available
EQ2294,Dump Truck,Transportation,In Maintenance,-,-,-,4500000,332,9500,7/23/2025,-,5,Under Repair
EQ2295,Hydraulic Breaker,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,1200000,1041,5000,4/28/2025,-,13,Available
EQ2296,Road Roller,Transportation,Inventory,-,-,-,3000000,1955,7000,11/25/2025,11/27/2025,2,Available
EQ2297,Safety Net,Safety,On Rent,Barwadda Expansion,23.835,86.455,20000,1586,250,1/28/2025,-,7,Available
EQ2298,Harness Set,Safety,Inventory,-,-,-,15000,1352,300,11/6/2025,11/14/2025,8,Available
EQ2299,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,1351,5000,5/2/2025,-,4,Under Repair
EQ2300,Loader,Transportation,Inventory,-,-,-,1500000,1119,5000,6/13/2025,6/22/2025,9,Available
EQ2301,Hydraulic Breaker,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,1200000,168,5000,9/13/2025,-,30,Available
EQ2302,Crane,Transportation,On Rent,Barwadda Expansion,23.835,86.455,2000000,794,6500,1/23/2025,-,13,Available
EQ2303,Dump Truck,Transportation,On Rent,Barwadda Expansion,23.835,86.455,4500000,1457,9500,11/26/2025,-,13,Available
EQ2304,Safety Net,Safety,Inventory,-,-,-,20000,1579,250,7/9/2025,7/17/2025,8,Available
EQ2305,Harness Set,Safety,In Maintenance,-,-,-,15000,1342,300,3/23/2025,-,14,Under Repair
EQ2306,Welding Generator,Technical Equipment,On Rent,-,-,-,400000,1425,1200,10/24/2025,-,7,Available
EQ2307,Harness Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,15000,1682,300,1/24/2025,-,14,Available
EQ2308,Dump Truck,Transportation,Inventory,-,-,-,4500000,1596,9500,9/20/2025,10/5/2025,15,Available
EQ2309,Loader,Transportation,On Rent,Katras Tunnel,23.81,86.44,1500000,431,5000,6/4/2025,-,19,Available
EQ2310,Harness Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,15000,301,300,11/29/2025,-,16,Available
EQ2311,Safety Helmet Set,Safety,Inventory,-,-,-,8000,686,150,2/20/2025,2/25/2025,5,Available
EQ2312,Loader,Transportation,Inventory,-,-,-,1500000,897,5000,1/1/2025,1/14/2025,13,Available
EQ2313,Excavator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,2500000,372,8000,3/2/2025,-,24,Available
EQ2314,Concrete Mixer,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,150000,598,1500,1/16/2025,-,28,Available
EQ2315,Safety Jacket,Safety,On Rent,-,-,-,6000,681,120,7/27/2025,-,11,Available
EQ2316,Safety Net,Safety,On Rent,Govindpur Road Project,23.78,86.5,20000,1026,250,9/17/2025,-,22,Available
EQ2317,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,1714,8000,10/7/2025,-,15,Under Repair
EQ2318,Crane,Transportation,On Rent,-,-,-,2000000,1268,6500,5/29/2025,-,26,Available
EQ2319,Excavator,Technical Equipment,Inventory,-,-,-,2500000,1971,8000,3/3/2025,3/17/2025,14,Available
EQ2320,Road Roller,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3000000,252,7000,7/11/2025,-,30,Available
EQ2321,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,1565,5000,9/13/2025,-,4,Under Repair
EQ2322,Harness Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,15000,619,300,3/14/2025,-,21,Available
EQ2323,Concrete Mixer,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,150000,493,1500,10/6/2025,-,28,Available
EQ2324,Safety Helmet Set,Safety,In Maintenance,-,-,-,8000,1308,150,7/17/2025,-,4,Under Repair
EQ2325,Crane,Transportation,On Rent,-,-,-,2000000,832,6500,5/10/2025,-,9,Available
EQ2326,Gloves Pack,Safety,Inventory,-,-,-,5000,1852,100,1/15/2025,1/29/2025,14,Available
EQ2327,Excavator,Technical Equipment,Inventory,-,-,-,2500000,325,8000,1/12/2025,1/15/2025,3,Available
EQ2328,Bulldozer,Transportation,Inventory,-,-,-,3500000,704,8000,8/9/2025,8/14/2025,5,Available
EQ2329,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,485,5000,4/13/2025,-,14,Under Repair
EQ2330,Dump Truck,Transportation,On Rent,Barwadda Expansion,23.835,86.455,4500000,719,9500,6/15/2025,-,25,Available
EQ2331,Road Roller,Transportation,In Maintenance,-,-,-,3000000,1514,7000,11/3/2025,-,7,Under Repair
EQ2332,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,1184,1500,4/12/2025,-,7,Under Repair
EQ2333,Excavator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,2500000,884,8000,2/10/2025,-,28,Available
EQ2334,Loader,Transportation,Inventory,-,-,-,1500000,141,5000,9/24/2025,10/5/2025,11,Available
EQ2335,Harness Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,15000,881,300,11/13/2025,-,28,Available
EQ2336,Harness Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,15000,1971,300,8/13/2025,-,6,Available
EQ2337,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,1709,1500,9/23/2025,-,6,Under Repair
EQ2338,Bulldozer,Transportation,In Maintenance,-,-,-,3500000,1696,8000,3/11/2025,-,10,Under Repair
EQ2339,Safety Jacket,Safety,On Rent,Govindpur Road Project,23.78,86.5,6000,1691,120,3/23/2025,-,26,Available
EQ2340,Bulldozer,Transportation,Inventory,-,-,-,3500000,1122,8000,5/25/2025,5/29/2025,4,Available
EQ2341,Safety Helmet Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,8000,1840,150,4/18/2025,-,10,Available
EQ2342,Harness Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,15000,1692,300,4/2/2025,-,27,Available
EQ2343,Crane,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,2000000,376,6500,11/12/2025,-,6,Available
EQ2344,Road Roller,Transportation,On Rent,Kusunda Overpass,23.74,86.42,3000000,1497,7000,3/23/2025,-,7,Available
EQ2345,Hydraulic Breaker,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,1200000,1483,5000,6/16/2025,-,25,Available
EQ2346,Compressor,Technical Equipment,Inventory,-,-,-,600000,2099,1800,8/13/2025,8/16/2025,3,Available
EQ2347,Hydraulic Breaker,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,1200000,850,5000,2/27/2025,-,13,Available
EQ2348,Compressor,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,600000,708,1800,2/8/2025,-,10,Available
EQ2349,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,1727,5000,11/4/2025,11/8/2025,4,Available
EQ2350,Safety Jacket,Safety,In Maintenance,-,-,-,6000,664,120,9/14/2025,-,8,Under Repair
EQ2351,Safety Helmet Set,Safety,Inventory,-,-,-,8000,1280,150,10/8/2025,10/11/2025,3,Available
EQ2352,Safety Helmet Set,Safety,In Maintenance,-,-,-,8000,613,150,3/24/2025,-,4,Under Repair
EQ2353,Bulldozer,Transportation,On Rent,-,-,-,3500000,1054,8000,8/9/2025,-,10,Available
EQ2354,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,593,1500,8/21/2025,8/30/2025,9,Available
EQ2355,Harness Set,Safety,Inventory,-,-,-,15000,1844,300,10/29/2025,11/8/2025,10,Available
EQ2356,Bulldozer,Transportation,In Maintenance,-,-,-,3500000,1789,8000,5/17/2025,-,15,Under Repair
EQ2357,Welding Generator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,400000,1521,1200,2/8/2025,-,27,Available
EQ2358,Excavator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,2500000,1007,8000,10/26/2025,-,13,Available
EQ2359,Harness Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,15000,645,300,2/13/2025,-,6,Available
EQ2360,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,1113,8000,5/13/2025,-,4,Under Repair
EQ2361,Road Roller,Transportation,Inventory,-,-,-,3000000,744,7000,3/29/2025,4/6/2025,8,Available
EQ2362,Safety Net,Safety,On Rent,Govindpur Road Project,23.78,86.5,20000,893,250,8/12/2025,-,28,Available
EQ2363,Safety Net,Safety,On Rent,-,-,-,20000,1539,250,1/3/2025,-,15,Available
EQ2364,Loader,Transportation,Inventory,-,-,-,1500000,1296,5000,10/23/2025,10/29/2025,6,Available
EQ2365,Safety Net,Safety,On Rent,Barwadda Expansion,23.835,86.455,20000,1981,250,8/15/2025,-,28,Available
EQ2366,Safety Jacket,Safety,On Rent,Govindpur Road Project,23.78,86.5,6000,1337,120,5/27/2025,-,6,Available
EQ2367,Dump Truck,Transportation,On Rent,Govindpur Road Project,23.78,86.5,4500000,797,9500,8/24/2025,-,11,Available
EQ2368,Safety Net,Safety,On Rent,Govindpur Road Project,23.78,86.5,20000,1831,250,8/27/2025,-,25,Available
EQ2369,Concrete Mixer,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,150000,1212,1500,6/30/2025,-,22,Available
EQ2370,Crane,Transportation,On Rent,Katras Tunnel,23.81,86.44,2000000,1175,6500,10/27/2025,-,17,Available
EQ2371,Harness Set,Safety,Inventory,-,-,-,15000,1332,300,9/12/2025,9/13/2025,1,Available
EQ2372,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,1360,5000,8/9/2025,-,5,Under Repair
EQ2373,Bulldozer,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,3500000,1789,8000,6/22/2025,-,16,Available
EQ2374,Dump Truck,Transportation,In Maintenance,-,-,-,4500000,792,9500,10/24/2025,-,11,Under Repair
EQ2375,Gloves Pack,Safety,Inventory,-,-,-,5000,1345,100,8/16/2025,8/25/2025,9,Available
EQ2376,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,949,1500,3/19/2025,4/1/2025,13,Available
EQ2377,Loader,Transportation,On Rent,Barwadda Expansion,23.835,86.455,1500000,566,5000,7/21/2025,-,17,Available
EQ2378,Safety Net,Safety,On Rent,Saraidhela Bridge,23.795,86.425,20000,340,250,4/27/2025,-,28,Available
EQ2379,Safety Helmet Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,8000,251,150,9/14/2025,-,22,Available
EQ2380,Excavator,Technical Equipment,Inventory,-,-,-,2500000,1417,8000,7/10/2025,7/24/2025,14,Available
EQ2381,Concrete Mixer,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,150000,296,1500,11/17/2025,-,12,Available
EQ2382,Hydraulic Breaker,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,1200000,329,5000,7/31/2025,-,25,Available
EQ2383,Road Roller,Transportation,Inventory,-,-,-,3000000,1943,7000,8/25/2025,8/26/2025,1,Available
EQ2384,Dump Truck,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,4500000,957,9500,2/8/2025,-,13,Available
EQ2385,Bulldozer,Transportation,On Rent,Katras Tunnel,23.81,86.44,3500000,111,8000,1/5/2025,-,7,Available
EQ2386,Crane,Transportation,Inventory,-,-,-,2000000,297,6500,10/8/2025,10/20/2025,12,Available
EQ2387,Safety Net,Safety,In Maintenance,-,-,-,20000,130,250,1/20/2025,-,13,Under Repair
EQ2388,Welding Generator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,400000,822,1200,3/5/2025,-,30,Available
EQ2389,Hydraulic Breaker,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,1200000,913,5000,10/3/2025,-,30,Available
EQ2390,Road Roller,Transportation,Inventory,-,-,-,3000000,514,7000,3/15/2025,3/18/2025,3,Available
EQ2391,Road Roller,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3000000,577,7000,11/6/2025,-,19,Available
EQ2392,Excavator,Technical Equipment,Inventory,-,-,-,2500000,1008,8000,4/30/2025,5/10/2025,10,Available
EQ2393,Bulldozer,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3500000,528,8000,4/22/2025,-,20,Available
EQ2394,Loader,Transportation,On Rent,-,-,-,1500000,1826,5000,7/31/2025,-,18,Available
EQ2395,Welding Generator,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,400000,1624,1200,1/5/2025,-,6,Available
EQ2396,Safety Helmet Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,8000,196,150,3/8/2025,-,7,Available
EQ2397,Excavator,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,2500000,735,8000,9/8/2025,-,28,Available
EQ2398,Excavator,Technical Equipment,Inventory,-,-,-,2500000,260,8000,6/7/2025,6/19/2025,12,Available
EQ2399,Crane,Transportation,On Rent,Govindpur Road Project,23.78,86.5,2000000,1754,6500,11/4/2025,-,23,Available
EQ2400,Safety Jacket,Safety,On Rent,Barwadda Expansion,23.835,86.455,6000,1171,120,4/23/2025,-,11,Available
EQ2401,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,152,5000,5/14/2025,5/18/2025,4,Available
EQ2402,Bulldozer,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3500000,577,8000,8/15/2025,-,5,Available
EQ2403,Safety Helmet Set,Safety,On Rent,Saraidhela Bridge,23.795,86.425,8000,1747,150,6/21/2025,-,23,Available
EQ2404,Compressor,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,600000,217,1800,9/10/2025,-,7,Available
EQ2405,Crane,Transportation,On Rent,Govindpur Road Project,23.78,86.5,2000000,1701,6500,9/24/2025,-,6,Available
EQ2406,Hydraulic Breaker,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,1200000,875,5000,10/20/2025,-,23,Available
EQ2407,Safety Net,Safety,On Rent,Kusunda Overpass,23.74,86.42,20000,1639,250,9/18/2025,-,5,Available
EQ2408,Hydraulic Breaker,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,1200000,1413,5000,4/7/2025,-,8,Available
EQ2409,Dump Truck,Transportation,On Rent,Barwadda Expansion,23.835,86.455,4500000,1226,9500,2/28/2025,-,8,Available
EQ2410,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,1257,1500,5/11/2025,5/24/2025,13,Available
EQ2411,Safety Jacket,Safety,Inventory,-,-,-,6000,169,120,2/5/2025,2/8/2025,3,Available
EQ2412,Dump Truck,Transportation,On Rent,Govindpur Road Project,23.78,86.5,4500000,1742,9500,9/27/2025,-,17,Available
EQ2413,Safety Jacket,Safety,On Rent,Barwadda Expansion,23.835,86.455,6000,574,120,9/21/2025,-,15,Available
EQ2414,Safety Jacket,Safety,In Maintenance,-,-,-,6000,1101,120,1/26/2025,-,5,Under Repair
EQ2415,Crane,Transportation,Inventory,-,-,-,2000000,1202,6500,1/24/2025,2/5/2025,12,Available
EQ2416,Safety Jacket,Safety,Inventory,-,-,-,6000,207,120,11/14/2025,11/18/2025,4,Available
EQ2417,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,1603,5000,2/17/2025,3/4/2025,15,Available
EQ2418,Bulldozer,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3500000,1190,8000,11/12/2025,-,5,Available
EQ2419,Loader,Transportation,On Rent,-,-,-,1500000,481,5000,10/28/2025,-,13,Available
EQ2420,Harness Set,Safety,On Rent,-,-,-,15000,1006,300,4/17/2025,-,7,Available
EQ2421,Bulldozer,Transportation,Inventory,-,-,-,3500000,1012,8000,4/26/2025,5/1/2025,5,Available
EQ2422,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,513,5000,3/6/2025,3/12/2025,6,Available
EQ2423,Crane,Transportation,Inventory,-,-,-,2000000,525,6500,8/20/2025,9/3/2025,14,Available
EQ2424,Safety Helmet Set,Safety,On Rent,Katras Tunnel,23.81,86.44,8000,570,150,6/29/2025,-,25,Available
EQ2425,Safety Jacket,Safety,On Rent,Govindpur Road Project,23.78,86.5,6000,858,120,11/25/2025,-,22,Available
EQ2426,Harness Set,Safety,On Rent,Govindpur Road Project,23.78,86.5,15000,884,300,4/8/2025,-,11,Available
EQ2427,Safety Helmet Set,Safety,On Rent,Katras Tunnel,23.81,86.44,8000,585,150,11/4/2025,-,29,Available
EQ2428,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,1599,1500,9/28/2025,9/29/2025,1,Available
EQ2429,Crane,Transportation,In Maintenance,-,-,-,2000000,1791,6500,7/30/2025,-,12,Under Repair
EQ2430,Crane,Transportation,On Rent,Govindpur Road Project,23.78,86.5,2000000,1454,6500,7/17/2025,-,11,Available
EQ2431,Harness Set,Safety,On Rent,-,-,-,15000,1677,300,4/14/2025,-,22,Available
EQ2432,Gloves Pack,Safety,On Rent,-,-,-,5000,1288,100,10/3/2025,-,8,Available
EQ2433,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,1914,5000,3/28/2025,-,8,Under Repair
EQ2434,Dump Truck,Transportation,In Maintenance,-,-,-,4500000,1530,9500,5/16/2025,-,5,Under Repair
EQ2435,Welding Generator,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,400000,1128,1200,3/6/2025,-,14,Available
EQ2436,Loader,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,1500000,702,5000,2/3/2025,-,20,Available
EQ2437,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,1637,8000,8/31/2025,-,10,Under Repair
EQ2438,Safety Jacket,Safety,On Rent,Barwadda Expansion,23.835,86.455,6000,281,120,10/17/2025,-,7,Available
EQ2439,Concrete Mixer,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,150000,764,1500,2/27/2025,-,29,Available
EQ2440,Welding Generator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,400000,1019,1200,4/24/2025,-,13,Available
EQ2441,Loader,Transportation,On Rent,Barwadda Expansion,23.835,86.455,1500000,1604,5000,5/28/2025,-,10,Available
EQ2442,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,889,5000,5/17/2025,6/1/2025,15,Available
